resultId,raceId,driverId,constructorId,grid,position,points,laps,time_x,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,year,round,circuitId,name_x,race_date,time_y,url_x,fp1_date,fp1_time,fp2_date,fp2_time,fp3_date,fp3_time,quali_date,quali_time,sprint_date,sprint_time,circuitRef,name_y,location,country,lat,lng,alt,url_y,team,GP_name,nationality,driverRef,code,driver_forename,driver_surname,driver_dob,nationality_driver,qualifyId,number_qualifying,position_qualifying,q1,q2,q3,driver_name,age_at_gp_in_days,constructor_clean,driver_nat,country_clean,driver_home,constructor_country,constructor_home,driver_dnf,constructor_dnf,age_years,abandoned
22932,957,810,185,5,5.0,10.0,57,+28.827,43.0,5.0,1:26.964,219.525,1,2017,1,59,Australian Grand Prix,2017-03-26,05:00:00Z,http://en.wikipedia.org/wiki/2017_Australian_Grand_Prix,,,,,,,,,,,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,,http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit,red_bull,Red Bull,Austrian,max_verstappen,VER,Max,Verstappen,1997-09-30,Dutch,7125.0,33.0,5.0,1:24.482,1:24.092,1:23.485,Max Verstappen,7117,red_bull,Austrian,AUS,0,,0,0,1,19,0
22933,957,749,137,7,6.0,8.0,57,+1:23.386,49.0,9.0,1:28.045,216.83,1,2017,1,59,Australian Grand Prix,2017-03-26,05:00:00Z,http://en.wikipedia.org/wiki/2017_Australian_Grand_Prix,,,,,,,,,,,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,,http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit,williams,Williams,British,massa,MAS,Felipe,Massa,1981-04-25,Brazilian,7127.0,19.0,7.0,1:25.099,1:24.597,1:24.443,Felipe Massa,13119,williams,GBR,AUS,0,,0,0,1,35,0
22934,957,794,192,10,7.0,6.0,56,,56.0,10.0,1:28.336,216.115,15,2017,1,59,Australian Grand Prix,2017-03-26,05:00:00Z,http://en.wikipedia.org/wiki/2017_Australian_Grand_Prix,,,,,,,,,,,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,,http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit,force_india,Force India,Indian,perez,PER,Sergio,Pérez,1990-01-26,Mexican,7131.0,11.0,11.0,1:25.064,1:25.081,,Sergio Pérez,9921,force_india,Indian,AUS,0,,0,1,1,27,0
22935,957,809,186,8,8.0,4.0,56,,53.0,8.0,1:27.677,217.74,15,2017,1,59,Australian Grand Prix,2017-03-26,05:00:00Z,http://en.wikipedia.org/wiki/2017_Australian_Grand_Prix,,,,,,,,,,,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,,http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit,toro_rosso,Toro Rosso,Italian,sainz,SAI,Carlos,Sainz,1994-09-01,Spanish,7128.0,55.0,8.0,1:25.542,1:24.997,1:24.487,Carlos Sainz,8242,toro_rosso,ITA,AUS,0,,0,1,1,22,0
22936,957,804,186,9,9.0,2.0,56,,51.0,4.0,1:26.711,220.165,15,2017,1,59,Australian Grand Prix,2017-03-26,05:00:00Z,http://en.wikipedia.org/wiki/2017_Australian_Grand_Prix,,,,,,,,,,,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,,http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit,toro_rosso,Toro Rosso,Italian,kvyat,KVY,Daniil,Kvyat,1994-04-26,Russian,7129.0,26.0,9.0,1:25.970,1:24.864,1:24.512,Daniil Kvyat,8370,toro_rosso,ITA,AUS,0,,0,1,1,22,0
22937,957,817,192,13,10.0,1.0,56,,55.0,11.0,1:28.475,215.776,15,2017,1,59,Australian Grand Prix,2017-03-26,05:00:00Z,http://en.wikipedia.org/wiki/2017_Australian_Grand_Prix,,,,,,,,,,,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,,http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit,force_india,Force India,Indian,ocon,OCO,Esteban,Ocon,1996-09-17,French,7134.0,31.0,14.0,1:26.009,1:25.568,,Esteban Ocon,7495,force_india,Indian,AUS,0,,0,1,1,20,0
22938,957,786,149,11,11.0,0.0,56,,55.0,12.0,1:28.486,215.749,15,2017,1,59,Australian Grand Prix,2017-03-26,05:00:00Z,http://en.wikipedia.org/wiki/2017_Australian_Grand_Prix,,,,,,,,,,,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,,http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit,renault,Renault,French,hulkenberg,HUL,Nico,Hülkenberg,1987-08-19,German,7132.0,27.0,12.0,1:24.975,1:25.091,,Nico Hülkenberg,10812,renault,FRA,AUS,0,,0,1,1,29,0
22939,957,818,176,16,12.0,0.0,55,,51.0,13.0,1:29.052,214.378,2,2017,1,59,Australian Grand Prix,2017-03-26,05:00:00Z,http://en.wikipedia.org/wiki/2017_Australian_Grand_Prix,,,,,,,,,,,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,,http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit,sauber,Sauber,Swiss,giovinazzi,GIO,Antonio,Giovinazzi,1993-12-14,Italian,7136.0,36.0,16.0,1:26.419,,,Antonio Giovinazzi,8503,sauber,Swiss,AUS,0,,0,1,1,23,0
22940,957,816,114,18,13.0,0.0,55,,53.0,15.0,1:29.440,213.448,2,2017,1,59,Australian Grand Prix,2017-03-26,05:00:00Z,http://en.wikipedia.org/wiki/2017_Australian_Grand_Prix,,,,,,,,,,,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,,http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit,mclaren,McLaren,British,vandoorne,VAN,Stoffel,Vandoorne,1992-03-26,Belgian,7138.0,2.0,18.0,1:26.858,,,Stoffel Vandoorne,9131,mclaren,GBR,AUS,0,,0,1,1,25,0
22941,957,742,114,12,,0.0,50,,48.0,17.0,1:30.077,211.938,76,2017,1,59,Australian Grand Prix,2017-03-26,05:00:00Z,http://en.wikipedia.org/wiki/2017_Australian_Grand_Prix,,,,,,,,,,,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,,http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit,mclaren,McLaren,British,alonso,ALO,Fernando,Alonso,1981-07-29,Spanish,7133.0,14.0,13.0,1:25.872,1:25.425,,Fernando Alonso,13024,mclaren,GBR,AUS,0,,0,1,1,35,1
